,audio_file,annotation_file,annotation,start_time,end_time,low_f,high_f,View,Low Freq (Hz),Annotation,Selection,Begin Time (s),End Time (s),Channel,High Freq (Hz)
606,./audio_data\Original_data\PIKARU15_20240729_113002.wav,./raven_data\Original_data\PIKARU15_20240729_113002.Table.1.selections.txt,PIKA,21.163247085,21.256644874,1634.675,2823.529,Spectrogram 1,,,1,,,1,
607,./audio_data\Original_data\PIKARU15_20240729_113002.wav,./raven_data\Original_data\PIKARU15_20240729_113002.Table.1.selections.txt,PIKA,411.505474281,411.569070483,1560.372,2972.136,Spectrogram 1,,,2,,,1,
608,./audio_data\Original_data\PIKARU15_20240729_113002.wav,./raven_data\Original_data\PIKARU15_20240729_113002.Table.1.selections.txt,PIKA,596.581429057,596.63279522,1857.585,2897.833,Spectrogram 1,,,3,,,1,
609,./audio_data\Original_data\PIKARU15_20240731_092002.wav,./raven_data\Original_data\PIKARU15_20240731_092002.Table.1.selections.txt,PIKA,150.535312963,150.612138879,1822.785,2962.025,Spectrogram 1,,,1,,,1,
610,./audio_data\Original_data\PIKARU1_20240718_175002.wav,./raven_data\Original_data\PIKARU1_20240718_175002.Table.1.selections.txt,PIKA,14.710336239,14.793577168,2338.983,4012.384,Spectrogram 1,,,1,,,1,
611,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,111.404614092,111.50530105,1634.675,3715.17,Spectrogram 1,,,1,,,1,
612,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,128.441457869,128.517061251,1857.585,3715.17,Spectrogram 1,,,2,,,1,
613,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,388.702787677,388.772673071,2080.495,3715.17,Spectrogram 1,,,3,,,1,
614,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,428.587157268,428.676661352,1708.978,3938.08,Spectrogram 1,,,4,,,1,
615,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,473.125399598,473.240042359,1708.978,3269.35,Spectrogram 1,,,5,,,1,
616,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,540.712463572,540.798766678,1931.889,3715.17,Spectrogram 1,,,6,,,1,
617,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,554.787731571,554.879876382,1634.675,3789.474,Spectrogram 1,,,9,,,1,
618,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,564.695574983,564.796261941,1857.585,3715.17,Spectrogram 1,,,10,,,1,
619,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,572.34202816,572.431208036,1783.282,3789.474,Spectrogram 1,,,11,,,1,
620,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,577.120645331,577.2303596,1857.585,3789.474,Spectrogram 1,,,12,,,1,
621,./audio_data\Original_data\PIKARU1_20240719_095002.wav,./raven_data\Original_data\PIKARU1_20240719_095002.Table.1.selections.txt,PIKA,590.079562044,590.165370907,1931.889,3762.712,Spectrogram 1,,,13,,,1,
622,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,35.917178068,35.995450317,2377.709,3715.17,Spectrogram 1,,,1,,,1,
623,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,141.548023537,141.623849778,2154.799,3640.867,Spectrogram 1,,,2,,,1,
624,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,148.152244511,148.215840713,2154.799,3195.046,Spectrogram 1,,,3,,,1,
625,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKAI,155.745875628,155.826593884,1077.399,2191.95,Spectrogram 1,,,4,,,1,
626,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,159.763443387,159.834377612,1857.585,3269.35,Spectrogram 1,,,5,,,1,
627,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,163.689285855,163.752882057,2080.495,3269.35,Spectrogram 1,,,6,,,1,
628,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,167.512395997,167.580884214,1783.282,3157.895,Spectrogram 1,,,7,,,1,
629,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,173.490438982,173.561373207,1931.889,3417.957,Spectrogram 1,,,8,,,1,
630,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,182.5015316,182.572465825,1857.585,3863.777,Spectrogram 1,,,9,,,1,
631,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,191.694851797,191.770678038,1931.889,3715.17,Spectrogram 1,,,10,,,1,
632,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,205.869466813,205.939178035,2080.495,3826.625,Spectrogram 1,,,11,,,1,
633,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,212.550737032,212.626563273,1931.889,3640.867,Spectrogram 1,,,12,,,1,
634,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,218.054254511,218.134972767,1783.282,3715.17,Spectrogram 1,,,13,,,1,
635,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,224.26956025,224.357616529,1857.585,3715.17,Spectrogram 1,,,14,,,1,
636,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,238.815968447,238.901578719,1857.585,3715.17,Spectrogram 1,,,15,,,1,
637,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,257.722385491,257.812887779,2154.799,3492.26,Spectrogram 1,,,16,,,1,
638,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,331.308083189,331.386355438,2006.192,3417.957,Spectrogram 1,,,17,,,1,
639,./audio_data\Original_data\PIKARU1_20240725_135002.wav,./raven_data\Original_data\PIKARU1_20240725_135002.Table.1.selections.txt,PIKA,405.771897676,405.835493878,1783.282,3120.743,Spectrogram 1,,,18,,,1,
640,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,16.237771444,16.321466935,1366.051,2705.833,Spectrogram 1,,,1,,,1,
641,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,18.960811295,19.032296856,1627.119,2644.068,Spectrogram 1,,,2,,,1,
642,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,21.357053615,21.42191319,1549.943,2582.129,Spectrogram 1,,,3,,,1,
643,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,23.851955464,23.926542911,1415.73,2561.798,Spectrogram 1,,,4,,,1,
644,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,26.432902222,26.496032208,1314.607,2595.506,Spectrogram 1,,,5,,,1,
645,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,29.383254613,29.455032543,1415.73,2696.629,Spectrogram 1,,,6,,,1,
646,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,32.453349072,32.515614264,1449.438,2561.798,Spectrogram 1,,,7,,,1,
647,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,86.774853994,86.809445767,1415.73,2732.103,Spectrogram 1,,,8,,,1,
648,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,99.869382526,99.91828762,1146.067,2224.719,Spectrogram 1,,,9,,,1,
649,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,100.922112783,100.965264337,906.323,2259.239,Spectrogram 1,,,11,,,1,
650,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,227.107748385,227.139392857,876.404,2089.888,Spectrogram 1,,,12,,,1,
651,./audio_data\Original_data\PIKARU22_20240810_113002.wav,./raven_data\Original_data\PIKARU22_20240810_113002.Table.1.selections.txt,PIKA,227.881341357,227.91593313,1313.511,2035.942,Spectrogram 1,,,13,,,1,
652,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA,0.473907298,0.527524547,1783.282,2897.833,Spectrogram 1,,,1,,,1,
653,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA?,100.009464067,100.10485837,1634.675,2972.136,Spectrogram 1,,,2,,,1,
654,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA?,106.934112059,107.0417364,1411.765,2972.136,Spectrogram 1,,,3,,,1,
655,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA?,222.011439529,222.079927746,1894.737,2860.681,Spectrogram 1,,,4,,,1,
656,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA?,230.004992915,230.080819156,1708.978,3046.44,Spectrogram 1,,,5,,,1,
657,./audio_data\Original_data\PIKARU23_20240809_192002.wav,./raven_data\Original_data\PIKARU23_20240809_192002.Table.1.selections.txt,PIKA,446.228410611,446.294452821,1647.059,2655.462,Spectrogram 1,,,6,,,1,
658,./audio_data\Original_data\PIKARU23_20240810_095002.wav,./raven_data\Original_data\PIKARU23_20240810_095002.Table.1.selections.txt,PIKA,55.567561595,55.650963128,1634.675,2526.316,Spectrogram 1,,,1,,,1,
659,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,523.552836908,523.640091496,1486.068,2600.619,Spectrogram 1,,,1,,,1,
660,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,561.885488178,561.975990465,1560.372,2600.619,Spectrogram 1,,,3,,,1,
661,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,566.060157231,566.165934785,1560.372,2674.923,Spectrogram 1,,,5,,,1,
662,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,568.209454016,568.307294326,1486.068,2674.923,Spectrogram 1,,,7,,,1,
663,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,571.017775406,571.103385678,1486.068,2674.923,Spectrogram 1,,,9,,,1,
664,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,573.268501164,573.351694874,1337.461,2674.923,Spectrogram 1,,,10,,,1,
665,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,575.502299268,575.59406846,1411.765,2526.316,Spectrogram 1,,,12,,,1,
666,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,577.108760874,577.205228219,1226.006,2191.95,Spectrogram 1,,,13,,,1,
667,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,579.122017069,579.214546971,1114.551,2749.226,Spectrogram 1,,,14,,,1,
668,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,581.800491874,581.886102146,1263.158,2600.619,Spectrogram 1,,,16,,,1,
669,./audio_data\Original_data\PIKARU25_20240808_193002.wav,./raven_data\Original_data\PIKARU25_20240808_193002.Table.1.selections.txt,PIKA,584.488751393,584.58915618,1486.068,2526.316,Spectrogram 1,,,17,,,1,
670,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,0.227415845,0.317185257,1486.068,2674.923,Spectrogram 1,,,1,,,1,
671,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,9.745966106,9.841720146,1411.765,2674.923,Spectrogram 1,,,2,,,1,
672,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,22.415409933,22.506393002,1188.854,2674.923,Spectrogram 1,,,3,,,1,
673,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,38.85524221,38.950606467,1337.461,2674.923,Spectrogram 1,,,4,,,1,
674,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,103.255795599,103.329851586,1337.461,2749.226,Spectrogram 1,,,5,,,1,
675,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,118.691335969,118.775971383,1263.158,2897.833,Spectrogram 1,,,6,,,1,
676,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,127.434083357,127.517810245,1411.765,2897.833,Spectrogram 1,,,7,,,1,
677,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,197.652717851,197.742656462,1411.765,2897.833,Spectrogram 1,,,8,,,1,
678,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,210.990362,211.083460955,1114.551,2897.833,Spectrogram 1,,,9,,,1,
679,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,251.629020882,251.722119837,1263.158,2823.529,Spectrogram 1,,,10,,,1,
680,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,265.088510437,265.173145851,1263.158,2749.226,Spectrogram 1,,,11,,,1,
681,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,296.053289116,296.1421563,1337.461,2749.226,Spectrogram 1,,,12,,,1,
682,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,307.100606766,307.18947395,1220.339,2674.923,Spectrogram 1,,,13,,,1,
683,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,331.785749974,331.870385388,1188.854,2674.923,Spectrogram 1,,,14,,,1,
684,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,378.053158927,378.146257882,1040.248,2972.136,Spectrogram 1,,,15,,,1,
685,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,489.638132832,489.718536475,1337.461,2897.833,Spectrogram 1,,,16,,,1,
686,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,504.656857008,504.737611962,1263.158,2749.226,Spectrogram 1,,,17,,,1,
687,./audio_data\Original_data\PIKARU25_20240810_083002.wav,./raven_data\Original_data\PIKARU25_20240810_083002.Table.1.selections.txt,PIKA,531.75468231,531.811811214,1411.765,2897.833,Spectrogram 1,,,18,,,1,
688,./audio_data\Original_data\PIKARU25_20240811_131002.wav,./raven_data\Original_data\PIKARU25_20240811_131002.Table.1.selections.txt,PIKA,102.821184566,102.898659105,1337.461,2452.012,Spectrogram 1,,,1,,,1,
689,./audio_data\Original_data\PIKARU25_20240811_131002.wav,./raven_data\Original_data\PIKARU25_20240811_131002.Table.1.selections.txt,PIKA,106.40980525,106.502774698,1411.765,2674.923,Spectrogram 1,,,2,,,1,
690,./audio_data\Original_data\PIKARU25_20240811_190002.wav,./raven_data\Original_data\PIKARU25_20240811_190002.Table.1.selections.txt,PIKA,229.756654023,229.842089739,1708.978,2749.226,Spectrogram 1,,,1,,,1,
691,./audio_data\Original_data\PIKARU25_20240811_190002.wav,./raven_data\Original_data\PIKARU25_20240811_190002.Table.1.selections.txt,PIKA,585.964632483,586.092622045,1411.765,2972.136,Spectrogram 1,,,2,,,1,
692,./audio_data\Original_data\PIKARU25_20240811_190002.wav,./raven_data\Original_data\PIKARU25_20240811_190002.Table.1.selections.txt,PIKA,589.157594628,589.287782386,1263.158,2972.136,Spectrogram 1,,,3,,,1,
693,./audio_data\Original_data\PIKARU25_20240811_190002.wav,./raven_data\Original_data\PIKARU25_20240811_190002.Table.1.selections.txt,PIKA,591.837353831,591.971609957,1337.461,3046.44,Spectrogram 1,,,4,,,1,
694,./audio_data\Original_data\PIKARU25_20240811_190002.wav,./raven_data\Original_data\PIKARU25_20240811_190002.Table.1.selections.txt,PIKA,595.325712005,595.476241601,1411.765,2972.136,Spectrogram 1,,,5,,,1,
695,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,268.162555561,268.251972313,1634.675,3457.627,Spectrogram 1,,,1,,,1,
696,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,286.708761676,286.802334127,1830.508,3715.17,Spectrogram 1,,,2,,,1,
697,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKAI,292.489159534,292.558202019,1783.282,3457.627,Spectrogram 1,,,3,,,1,
698,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,302.337782382,302.43846934,1708.978,3762.712,Spectrogram 1,,,4,,,1,
699,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,307.610902195,307.704794228,1728.814,3715.17,Spectrogram 1,,,5,,,1,
700,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,310.470382005,310.559886089,1783.282,3864.407,Spectrogram 1,,,6,,,1,
701,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,313.084308099,313.17788055,1931.889,3762.712,Spectrogram 1,,,7,,,1,
702,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,316.01382129,316.114137433,1783.282,3789.474,Spectrogram 1,,,8,,,1,
703,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,319.237713883,319.345035713,1783.282,3938.08,Spectrogram 1,,,9,,,1,
704,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,322.201519579,322.303228765,1783.282,3789.474,Spectrogram 1,,,10,,,1,
705,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,325.578553191,325.699624399,1728.814,3863.777,Spectrogram 1,,,11,,,1,
706,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,329.130966456,329.238778194,2033.898,3762.712,Spectrogram 1,,,12,,,1,
707,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,332.855556867,332.940992583,2135.593,4067.797,Spectrogram 1,,,13,,,1,
708,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,336.862898816,336.972744737,1857.585,3863.777,Spectrogram 1,,,14,,,1,
709,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,340.81328362,340.919061174,1857.585,3864.407,Spectrogram 1,,,15,,,1,
710,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,345.089219768,345.184826403,1931.889,3938.08,Spectrogram 1,,,16,,,1,
711,./audio_data\Original_data\PIKARU2_20240724_090002.wav,./raven_data\Original_data\PIKARU2_20240724_090002.Table.1.selections.txt,PIKA,595.640467881,595.724564788,1857.585,3789.474,Spectrogram 1,,,17,,,1,
712,./audio_data\Original_data\PIKARU3_20240720_112002.wav,./raven_data\Original_data\PIKARU3_20240720_112002.Table.1.selections.txt,PIKA,144.899609217,144.954532177,1830.508,3566.563,Spectrogram 1,,,1,,,1,
713,./audio_data\Original_data\PIKARU3_20240720_112002.wav,./raven_data\Original_data\PIKARU3_20240720_112002.Table.1.selections.txt,PIKA,157.908214173,158.005854992,1783.282,3863.777,Spectrogram 1,,,2,,,1,
714,./audio_data\Original_data\PIKARU3_20240720_112002.wav,./raven_data\Original_data\PIKARU3_20240720_112002.Table.1.selections.txt,PIKA,335.313245808,335.411055995,1783.282,4012.384,Spectrogram 1,,,3,,,1,
715,./audio_data\Original_data\PIKARU3_20240720_112002.wav,./raven_data\Original_data\PIKARU3_20240720_112002.Table.1.selections.txt,PIKA,338.379882862,338.466185969,1857.585,3863.777,Spectrogram 1,,,5,,,1,
716,./audio_data\Original_data\PIKARU3_20240720_112002.wav,./raven_data\Original_data\PIKARU3_20240720_112002.Table.1.selections.txt,PIKA,448.945597536,449.036801177,2033.898,3492.26,Spectrogram 1,,,6,,,1,
717,./audio_data\Original_data\PIKARU3_20240721_124002.wav,./raven_data\Original_data\PIKARU3_20240721_124002.Table.1.selections.txt,PIKAI,452.500928395,452.608162893,2031.434,4098.822,Spectrogram 1,,,1,,,1,
718,./audio_data\Original_data\PIKARU3_20240721_124002.wav,./raven_data\Original_data\PIKARU3_20240721_124002.Table.1.selections.txt,PIKA,456.488237716,456.617692376,1294.365,3235.912,Spectrogram 1,,,2,,,1,
719,./audio_data\Original_data\PIKARU3_20240721_124002.wav,./raven_data\Original_data\PIKARU3_20240721_124002.Table.1.selections.txt,PIKAI,460.532976645,460.625033293,2080.495,3559.322,Spectrogram 1,,,3,,,1,
720,./audio_data\Original_data\PIKARU3_20240721_124002.wav,./raven_data\Original_data\PIKARU3_20240721_124002.Table.1.selections.txt,PIKA,464.76170544,464.879776448,2154.799,3715.17,Spectrogram 1,,,4,,,1,
721,./audio_data\Original_data\PIKARU3_20240721_124002.wav,./raven_data\Original_data\PIKARU3_20240721_124002.Table.1.selections.txt,PIKA,469.364661221,469.49123911,2229.102,3966.102,Spectrogram 1,,,5,,,1,
722,./audio_data\Original_data\PIKARU3_20240725_154002.wav,./raven_data\Original_data\PIKARU3_20240725_154002.Table.1.selections.txt,PIKA,249.277543672,249.365599951,1931.889,3120.743,Spectrogram 1,,,1,,,1,
723,./audio_data\Original_data\PIKARU3_20240725_154002.wav,./raven_data\Original_data\PIKARU3_20240725_154002.Table.1.selections.txt,PIKA,252.090452605,252.188292916,1931.889,3083.591,Spectrogram 1,,,2,,,1,
724,./audio_data\Original_data\PIKARU3_20240725_154002.wav,./raven_data\Original_data\PIKARU3_20240725_154002.Table.1.selections.txt,PIKA,254.878901461,254.957173709,1857.585,3046.44,Spectrogram 1,,,3,,,1,
725,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA?,167.180554736,167.22123841,2080.495,3343.653,Spectrogram 1,,,1,,,1,
726,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA,205.897875524,205.963599894,2033.898,3343.653,Spectrogram 1,,,2,,,1,
727,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA?,399.26183555,399.31372321,1525.424,2600.619,Spectrogram 1,,,3,,,1,
728,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA,423.109576459,423.183824166,2237.288,3938.08,Spectrogram 1,,,4,,,1,
729,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA?,430.960004218,431.059679221,2237.288,4012.384,Spectrogram 1,,,5,,,1,
730,./audio_data\Original_data\PIKARU4_20240720_141002.wav,./raven_data\Original_data\PIKARU4_20240720_141002.Table.1.selections.txt,PIKA?,435.980859573,436.114625791,2440.678,4012.384,Spectrogram 1,,,6,,,1,
