id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,created_at,updated_at,quality_grade,url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,common_name
84659550,626d60f4-1c1b-4156-a1b6-6b86d8bdedde,2021/06/26 12:51 PM PDT,2021-06-26,2021-06-26 19:51:00 UTC,Pacific Time (US & Canada),160274,2021-06-27 06:02:45 UTC,2021-06-29 14:01:40 UTC,research,https://www.inaturalist.org/observations/84659550,,2,0,false,,"Yukon, YT, Canada",60.0807033333,-134.7200433333,,,,,,,open,false,,,Yukon,Collared Pika
86708943,c8873414-7071-4dfd-b322-b74e69acf497,Sun Jul 11 2021 11:41:45 GMT-0800 (AKDT),2021-07-11,2021-07-11 19:41:45 UTC,Alaska,1132303,2021-07-12 13:27:27 UTC,2022-02-06 06:28:13 UTC,research,https://www.inaturalist.org/observations/86708943,"",1,0,false,3,"AK, US",63.3386833333,-145.6116166667,4,,,,4,,open,false,,,Alaska,Collared Pika
87750862,be4424d0-9722-4443-8657-b4f8962fa3f8,Sat Jul 17 2021 13:40:27 GMT-0800 (AKDT),2021-07-17,2021-07-17 21:40:27 UTC,Alaska,4208956,2021-07-19 18:48:12 UTC,2021-07-21 02:59:20 UTC,research,https://www.inaturalist.org/observations/87750862,"",3,1,false,3,"AK, US",64.0946362442,-149.9033613852,2665,,,,2665,,open,false,,,Alaska,Collared Pika
89140830,5cf9e18f-1a05-4efe-bc57-82292f685815,Thu Jul 29 2021 09:54:21 GMT-0800 (AKDT),2021-07-29,2021-07-29 17:54:21 UTC,Alaska,4797693,2021-07-30 01:39:00 UTC,2021-08-30 20:26:46 UTC,research,https://www.inaturalist.org/observations/89140830,"",1,0,false,3,"Denali National Park, Denali County, US-AK, US",63.55307,-150.93043667,6,,,,6,,open,false,,,Alaska,Collared Pika
89261404,00acfb97-dfdb-4b14-b640-cec6af079a9a,Thu Jul 29 2021 13:48:20 GMT-0800 (AKDT),2021-07-29,2021-07-29 21:48:20 UTC,Alaska,1600379,2021-07-31 00:08:42 UTC,2021-07-31 01:20:32 UTC,research,https://www.inaturalist.org/observations/89261404,"",1,0,false,3,"Matanuska-Susitna County, US-AK, US",61.8250813662,-149.1937936285,5,,,,5,,open,false,,,Alaska,Collared Pika
89261582,30bf412d-6f60-4196-bd02-838ada87103c,Fri Jul 30 2021 11:52:49 GMT-0800 (AKDT),2021-07-30,2021-07-30 19:52:49 UTC,Alaska,1600379,2021-07-31 00:10:43 UTC,2021-07-31 01:15:45 UTC,research,https://www.inaturalist.org/observations/89261582,"",1,0,false,3,"Matanuska-Susitna County, US-AK, US",61.8461464719,-149.1992665084,5,,,,5,,open,false,,,Alaska,Collared Pika
89356469,36135184-6b52-4f41-b9b5-f54a2a364a6d,2021/07/30 1:04 AM PDT,2021-07-30,2021-07-30 08:04:00 UTC,Pacific Time (US & Canada),703696,2021-07-31 18:14:25 UTC,2023-04-05 03:18:51 UTC,research,https://www.inaturalist.org/observations/89356469,,1,0,false,,"Willow, AK, USA",61.8552563564,-149.200166757,1668,,,,1668,,open,false,,,Alaska,Collared Pika
90612217,f80cba77-271e-4f27-9141-b7cc4677e53c,2021-08-09 12:04:01,2021-08-09,2021-08-09 12:04:01 UTC,UTC,3621090,2021-08-10 02:09:44 UTC,2021-08-30 20:26:11 UTC,research,https://www.inaturalist.org/observations/90612217,We suspect there are two individuals here but only captured one,1,0,false,2,"Denali National Park, Denali County, US-AK, US",63.7401909,-149.2830425997,,,,,,,open,false,,,Alaska,Collared Pika
91022165,e6834149-8353-45c2-9662-3396cacb8f39,Thu Aug 12 2021 11:57:58 GMT-0800 (AKDT),2021-08-12,2021-08-12 19:57:58 UTC,Alaska,1677234,2021-08-13 17:58:40 UTC,2021-08-30 20:25:21 UTC,research,https://www.inaturalist.org/observations/91022165,Scats and hay piles in igneous boulder field. ,1,0,false,3,"Denali National Park & Preserve, AK, US",63.4326333333,-150.3519283333,130,,,,130,,open,false,,,Alaska,Collared Pika
91377202,e84769a0-3608-44c2-b34e-2e5ea6bf7536,Fri Aug 13 2021 10:07:08 GMT-0700 (MST),2021-08-13,2021-08-13 16:07:08 UTC,Mountain Time (US & Canada),3257747,2021-08-16 06:42:09 UTC,2021-08-17 06:16:01 UTC,research,https://www.inaturalist.org/observations/91377202,"",2,0,false,3,"Carcross, YT, CA",60.6866033333,-135.5813916667,8,,,,8,,open,false,,,Yukon,Collared Pika
91613092,edfaccc7-fe40-4640-a5b5-3440758a515a,Sun Aug 01 2021 16:27:15 GMT-0800 (AKDT),2021-08-01,2021-08-02 00:27:15 UTC,Alaska,3773997,2021-08-18 07:30:04 UTC,2021-12-30 05:20:06 UTC,research,https://www.inaturalist.org/observations/91613092,"",1,0,false,3,"Palmer, AK, US",61.7980442928,-149.2679465103,1081,,,,1081,,open,false,,,Alaska,Collared Pika
92028136,3d547b7d-fb25-4bda-80ec-c2fd45abffa0,2021/08/05 1:06 PM UTC,2021-08-05,2021-08-05 13:06:00 UTC,UTC,3916703,2021-08-21 22:33:33 UTC,2023-04-05 03:18:44 UTC,research,https://www.inaturalist.org/observations/92028136,Seen in the rocks at the summit of Keno Hill.,1,0,false,,"Keno City, YT Y0B, Canada",63.9035436023,-135.2534457883,7813,,,,7813,,open,false,,,Yukon,Collared Pika
92240997,23e107a1-5ddc-4a10-9956-9ad3b3a424d4,2021/07/30 1:59 PM PDT,2021-07-30,2021-07-30 20:59:00 UTC,Pacific Time (US & Canada),587138,2021-08-23 14:48:30 UTC,2021-08-24 06:10:56 UTC,research,https://www.inaturalist.org/observations/92240997,,1,0,false,,"Yukon, Canada",64.7776944444,-132.7138055556,4,,,,4,,open,false,,,Yukon,Collared Pika
93001858,c749abf0-a7f3-4c7b-a9bb-454b66efb542,2021/08/29 2:50 PM PDT,2021-08-29,2021-08-29 21:50:00 UTC,Pacific Time (US & Canada),336699,2021-08-30 02:56:36 UTC,2023-06-03 07:04:44 UTC,research,https://www.inaturalist.org/observations/93001858,,1,0,false,,"Fishhook, AK, USA",61.7906909699,-149.2848642711,216,,,,216,,open,false,,,Alaska,Collared Pika
94533736,21ebf5db-8c60-426b-adc0-48ba22c1c16b,Fri Sep 10 2021 15:31:12 GMT-0800 (AKDT),2021-09-10,2021-09-10 23:31:12 UTC,Alaska,2293134,2021-09-12 03:40:55 UTC,2021-09-12 03:50:50 UTC,research,https://www.inaturalist.org/observations/94533736,"",1,0,false,3,"Denali National Park & Preserve, AK, US",63.7401091656,-149.2879955015,97,,,,97,,open,false,,,Alaska,Collared Pika
94727019,07ba8c6a-0f3d-425e-8095-715c6f2064d0,2021-09-12 12:05:49,2021-09-12,2021-09-12 19:05:49 UTC,UTC,2821597,2021-09-13 17:03:54 UTC,2021-09-14 06:10:38 UTC,research,https://www.inaturalist.org/observations/94727019,,2,0,false,2,"Carcross, YT Y0B 1B0, Canada",60.6167825908,-136.0525440797,333,,,,333,,open,false,gps,gps,Yukon,Collared Pika
95001644,84e973d6-73fb-483e-b451-71628cdbdd8a,2021/09/10 6:15 PM EDT,2021-09-10,2021-09-10 22:15:00 UTC,Eastern Time (US & Canada),2553699,2021-09-16 03:29:13 UTC,2021-12-30 05:19:45 UTC,research,https://www.inaturalist.org/observations/95001644,,1,0,false,,"Denali, AK, USA",63.740015,-149.2879866667,,,,,,,open,false,,,Alaska,Collared Pika
95212963,ef2ffad3-ede9-4503-85a0-bf17c20bf4e2,2021/09/03 3:30 PM PDT,2021-09-03,2021-09-03 22:30:00 UTC,Pacific Time (US & Canada),336699,2021-09-18 00:41:44 UTC,2023-06-03 07:04:34 UTC,research,https://www.inaturalist.org/observations/95212963,,1,0,false,,"Fishhook, AK, USA",61.7805472222,-149.2736527778,,,,,,,open,false,,,Alaska,Collared Pika
97440875,6691a4f6-fb36-457b-9e48-6b8b4cba8b62,Tue Aug 10 2021 14:02:24 GMT-0500 (CDT),2021-08-10,2021-08-10 14:02:24 UTC,UTC,1760841,2021-10-07 13:16:32 UTC,2023-04-05 03:18:05 UTC,research,https://www.inaturalist.org/observations/97440875,"",1,0,false,3,"Denali National Park & Preserve, AK, US",63.3262566825,-151.8740926417,63106,,,,63106,,open,false,,,Alaska,Collared Pika
97871828,69b51484-adf0-4028-b9a9-d5da9645d93f,2021-09-10 13:48:04,2021-09-10,2021-09-10 20:48:04 UTC,Pacific Time (US & Canada),2774074,2021-10-11 07:37:49 UTC,2021-10-12 06:11:20 UTC,research,https://www.inaturalist.org/observations/97871828,,1,0,false,2,"Old Crow, YT Y0B 1N0, Canada",64.4355555556,-138.4125,,,,,,,open,false,gps,gps,Yukon,Collared Pika
100097921,f3bd169c-2cbb-46cd-9c43-e584b7b049ac,2021/08/27 2:37 PM PDT,2021-08-27,2021-08-27 21:37:00 UTC,Pacific Time (US & Canada),4428761,2021-11-02 21:51:17 UTC,2022-04-21 19:16:06 UTC,research,https://www.inaturalist.org/observations/100097921,"Picas are very cute, specially if they stay in a place long enough for one to take a picture of it. ",2,0,false,,"Yukon, Canada",62.1134992613,-137.372816646,1014,,,,1014,,open,false,,,Yukon,Collared Pika
101222906,2d9f8e8d-9aa9-42a7-b6ea-11f0354091e1,2021/09/01 6:54 AM UTC,2021-09-01,2021-09-01 06:54:00 UTC,UTC,5212356,2021-11-15 21:58:58 UTC,2021-11-16 08:14:17 UTC,research,https://www.inaturalist.org/observations/101222906,This was on the east side of the bridge on the gravel slope nearly or could maybe considered on the gravel bar.  ,1,0,false,,"Denali, AK, USA",63.7389099,-149.292977,,,,,,,open,false,,,Alaska,Collared Pika
103776656,558fb044-9bf3-4a4a-a33b-3633a8a37cf4,2021/08/10,2021-08-10,,UTC,5255698,2021-12-27 21:11:39 UTC,2021-12-28 04:30:30 UTC,research,https://www.inaturalist.org/observations/103776656,,1,0,false,,"Denali, AK, USA",63.7443810708,-148.9539647256,40,,,,40,,open,false,,,Alaska,Collared Pika
105439517,58ec9654-cce3-423f-a88b-7ac2f5e153cc,Wed Aug 18 2021 10:06:07 GMT-0700 (GMT-7),2021-08-18,2021-08-18 17:06:07 UTC,Arizona,5319633,2022-01-23 17:07:12 UTC,2022-01-26 16:08:00 UTC,research,https://www.inaturalist.org/observations/105439517,"",2,0,false,3,"Whitehorse, Unorganized, YT, CA",60.5853416667,-135.506775,7,,,,7,,open,false,,,Yukon,Collared Pika
105538084,e554bdd2-edbd-4fae-9486-c1b1a0294331,2019-08-29,2019-08-29,,Hawaii,87323,2022-01-25 04:21:15 UTC,2023-04-05 03:18:10 UTC,research,https://www.inaturalist.org/observations/105538084,,3,0,false,2,"Old Crow, YT Y0B 1N0, Canada",64.4483459318,-138.5230966285,1232,,,,1232,,open,false,gps,gps,Yukon,Collared Pika
105675556,ea29a99f-f913-4be5-8113-58ac4625f131,2018/07/29 7:14 AM UTC,2018-07-29,2018-07-29 07:14:00 UTC,UTC,3735316,2022-01-27 19:14:57 UTC,2024-12-07 01:21:42 UTC,research,https://www.inaturalist.org/observations/105675556,,1,0,false,,"Fishhook, AK, USA",61.802275158,-149.2784565103,122,,,,122,,open,false,,,Alaska,Collared Pika
117741687,f1221646-6e83-47bc-b084-ae3a131dc0fc,2016/06/22 6:20 PM,2016-06-22,2016-06-23 02:20:00 UTC,America/Anchorage,522270,2022-05-19 15:57:13 UTC,2022-11-16 22:09:51 UTC,research,https://www.inaturalist.org/observations/117741687,Collared Pika (Ochotona collaris),1,0,false,,"Anchorage, AK, USA",60.997535,-149.4589066667,,,,,,,open,false,,,Alaska,Collared Pika
120772285,c619ae9b-b4c6-4983-a60f-7c8035e46490,2022-06-06 14:13:12-07:00,2022-06-06,2022-06-06 21:13:12 UTC,America/Whitehorse,2205392,2022-06-08 04:33:58 UTC,2022-06-08 13:47:27 UTC,research,https://www.inaturalist.org/observations/120772285,"",1,0,false,3,"Macpherson-Grizzly Valley, YT, CA",60.873895,-135.9814616667,4,,,,4,,open,false,,,Yukon,Collared Pika
121379713,563a45b6-09bc-4d7f-b3c0-0dd36bd4b63e,2005/01/03 3:48 AM,2005-01-03,2005-01-03 12:48:00 UTC,America/Anchorage,5716033,2022-06-12 09:03:44 UTC,2022-06-13 05:05:19 UTC,research,https://www.inaturalist.org/observations/121379713,,1,0,false,,"23264 Gold Cord Rd, Palmer, AK 99645, USA",61.7908732,-149.2819759,213,,,,213,,open,false,,,Alaska,Collared Pika
123939349,939abe91-a76e-4df3-b3df-d237b60e35c3,2022-06-28 22:21:05-07:00,2022-06-28,2022-06-29 05:21:05 UTC,America/Whitehorse,264221,2022-06-29 07:46:50 UTC,2024-04-01 15:03:09 UTC,research,https://www.inaturalist.org/observations/123939349,"",1,0,false,3,"Whitehorse, Unorganized, YT, CA",60.619903,-135.140675,16,,,,16,,open,false,,,Yukon,Collared Pika
123939986,5e239673-39f5-4f20-b379-2e76be293334,2022/06/28 10:39 PM,2022-06-28,2022-06-29 05:39:00 UTC,America/Whitehorse,264221,2022-06-29 07:56:25 UTC,2022-06-30 06:46:46 UTC,research,https://www.inaturalist.org/observations/123939986,"Likely nest? 2 at this spot, so three seen in total",1,0,false,,"Yukon, Canada",60.6198544427,-135.1409538279,31,,,,31,,open,false,,,Yukon,Collared Pika
125466649,d9725d38-998f-4400-b2b2-8440ec947c5e,2022/06/08 6:21 PM,2022-06-08,2022-06-09 02:21:00 UTC,America/Anchorage,522270,2022-07-09 16:21:52 UTC,2023-02-09 01:00:16 UTC,research,https://www.inaturalist.org/observations/125466649,,1,0,false,,"Anchorage, AK, USA",61.10790947,-149.58883694,,,,,,,open,false,,,Alaska,Collared Pika
125813912,0333f8e6-eb39-46fb-8070-23ac22f102f1,2022/07/10 6:58 AM,2022-07-10,2022-07-10 14:58:00 UTC,America/Anchorage,3735316,2022-07-11 18:06:34 UTC,2024-12-07 01:27:49 UTC,research,https://www.inaturalist.org/observations/125813912,,1,0,false,,"Butte, AK 99645, USA",61.5924181162,-148.9067817019,122,,,,122,,open,false,,,Alaska,Collared Pika
126036882,4e00b4bb-51ef-4590-a75a-c7e298e6b5d0,2022-07-12 22:08:15-08:00,2022-07-12,2022-07-13 06:08:15 UTC,America/Anchorage,1266027,2022-07-13 08:23:26 UTC,2023-02-11 04:41:09 UTC,research,https://www.inaturalist.org/observations/126036882,"",1,0,false,3,"Denali National Park & Preserve, AK, US",63.7397000048,-149.2914416667,20,,,,20,,open,false,,,Alaska,Collared Pika
126268522,50b2e9ce-4a8e-4b26-9829-4d3ca2b469a4,2022-07-13 22:53:44-08:00,2022-07-13,2022-07-14 06:53:44 UTC,America/Anchorage,1266027,2022-07-14 22:40:12 UTC,2023-03-10 18:57:54 UTC,research,https://www.inaturalist.org/observations/126268522,"",1,0,false,3,"Denali National Park, Denali County, US-AK, US",63.7398716667,-149.28972,4,,,,4,,open,false,,,Alaska,Collared Pika
126918283,5c7a324b-34da-44f6-99af-cb9b036e8280,2022/07/17 8:18 AM,2022-07-17,2022-07-17 16:18:00 UTC,America/Anchorage,3735316,2022-07-19 05:05:22 UTC,2024-12-07 01:28:13 UTC,research,https://www.inaturalist.org/observations/126918283,,1,0,false,,"Glacier View, AK, USA",61.81633318,-147.6195254764,173,,,,173,,open,false,,,Alaska,Collared Pika
126920179,835cc54c-4fc0-4b3d-9bd3-22f7db1cf368,2022-07-18 14:34:12-08:00,2022-07-18,2022-07-18 22:34:12 UTC,America/Anchorage,540468,2022-07-19 05:32:37 UTC,2022-07-20 04:25:09 UTC,research,https://www.inaturalist.org/observations/126920179,"",1,0,false,3,"Denali National Park & Preserve, AK, US",63.7402614502,-149.2850679662,282,,,,282,,open,false,,,Alaska,Collared Pika
127031560,5024a52c-ab88-44f7-8cde-d82d637c6b8a,2022-07-19 12:32:01-07:00,2022-07-19,2022-07-19 19:32:01 UTC,America/Whitehorse,975234,2022-07-20 00:44:04 UTC,2024-10-25 18:30:15 UTC,research,https://www.inaturalist.org/observations/127031560,One distant one calling and one close one at the end of the recording ,2,0,false,3,"Yukon, CA-YT-YT, CA",60.8738017167,-135.9712257167,5,,,,5,,open,false,,,Yukon,Collared Pika
127189798,b6d6b2e1-e3e8-474f-af06-e708ad5d2019,2022/07/18 11:40 AM,2022-07-18,2022-07-18 18:40:00 UTC,America/Dawson,35757,2022-07-21 05:43:29 UTC,2022-10-14 02:59:07 UTC,research,https://www.inaturalist.org/observations/127189798,,2,0,false,,"Yukon, Canada",61.8673916667,-140.9485416667,,,,,,,open,false,,,Yukon,Collared Pika
127330624,718937ab-dbfa-472d-85a9-eae0cb866cbf,2022-07-18 14:21:28,2022-07-18,2022-07-18 21:21:28 UTC,America/Dawson,1927650,2022-07-22 08:04:45 UTC,2022-10-14 02:43:23 UTC,research,https://www.inaturalist.org/observations/127330624,,2,0,false,2,"Beaver Creek, YT Y0B 1A0, Canada",62.0440249722,-140.952828,,,,,,,open,false,gps,gps,Yukon,Collared Pika
127401650,cfdc4fde-f0f0-4f17-97f8-29f7587780f3,2022/07/18 11:54 AM,2022-07-18,2022-07-18 18:54:00 UTC,America/Dawson,4570301,2022-07-22 19:28:09 UTC,2022-08-23 02:25:00 UTC,research,https://www.inaturalist.org/observations/127401650,,1,0,false,,"Yukon, Yukon, Canada",61.935875,-140.6460722222,52,,,,52,,open,false,,,Yukon,Collared Pika
127439859,18c35be9-34a6-470a-a5b4-ae6810208d68,2022/07/18 11:47 AM,2022-07-18,2022-07-18 18:47:00 UTC,America/Dawson,218977,2022-07-23 01:00:45 UTC,2024-06-30 23:37:29 UTC,research,https://www.inaturalist.org/observations/127439859,"",2,1,false,,"Yukon, Yukon, Canada",61.867345,-140.94888,,,,,,,open,false,,,Yukon,Collared Pika
127929524,773b852c-a02e-491b-9116-2b8b0cb47132,2022/07/18 1:51 PM,2022-07-18,2022-07-18 20:51:00 UTC,America/Dawson,5947173,2022-07-26 00:58:38 UTC,2022-10-10 20:38:13 UTC,research,https://www.inaturalist.org/observations/127929524,"",4,1,false,,"Beaver Creek 2022 bioblitz boundary, Yukon",61.868733,-140.945077,5218,,,,5218,,open,false,,,Yukon,Collared Pika
128234460,e913b3ca-b4ee-44d0-87c4-8fef2dcea935,2022-07-27 12:19:42-08:00,2022-07-27,2022-07-27 20:19:42 UTC,America/Anchorage,4169477,2022-07-28 01:39:09 UTC,2023-03-10 18:56:28 UTC,research,https://www.inaturalist.org/observations/128234460,"",2,0,false,3,"Denali National Park & Preserve, AK, US",63.7394,-149.2795716667,28,,,,28,,open,false,,,Alaska,Collared Pika
128234568,040e86c2-02f5-4e01-9dae-6c7492b34d46,2022-07-27 12:45:30-08:00,2022-07-27,2022-07-27 20:45:30 UTC,America/Anchorage,4169477,2022-07-28 01:40:24 UTC,2022-08-06 21:51:51 UTC,research,https://www.inaturalist.org/observations/128234568,"",2,0,false,3,"Denali National Park & Preserve, AK, US",63.7399833333,-149.2901,28,,,,28,,open,false,,,Alaska,Collared Pika
128257178,0c3ff875-c260-449f-a7cb-1ad4aedd5a52,2022/07/19 12:52 PM,2022-07-19,2022-07-19 19:52:00 UTC,America/Dawson,520124,2022-07-28 05:55:39 UTC,2022-07-28 06:23:34 UTC,research,https://www.inaturalist.org/observations/128257178,"",1,0,false,,"Yukon, Canada",61.8865533333,-140.139985,,,,,,,open,false,,,Yukon,Collared Pika
128569206,baaded15-e07e-4d76-9c67-28b0e292b1cc,2022-07-26 18:50:23-08:00,2022-07-26,2022-07-27 02:50:23 UTC,America/Anchorage,1082175,2022-07-30 06:48:38 UTC,2023-04-05 03:18:47 UTC,research,https://www.inaturalist.org/observations/128569206,"",1,0,false,3,"Independence Mine State Historical Park, Palmer, AK, US",61.7972897692,-149.2912720007,2364,,,,2364,,open,false,,,Alaska,Collared Pika
129158631,7f255781-3228-4480-b360-b0b5b28c4508,2022/07/29 10:47 PM,2022-07-29,2022-07-30 06:47:00 UTC,America/Anchorage,226045,2022-08-02 16:42:11 UTC,2022-08-09 22:20:54 UTC,research,https://www.inaturalist.org/observations/129158631,,1,0,false,,"Denali, AK, USA",63.5597716667,-149.7937816667,,,,,,,open,false,,,Alaska,Collared Pika
129373769,4379f6f5-fbc9-4780-ab91-389dff0b0d85,2022-08-03 16:46:35,2022-08-03,2022-08-04 00:46:35 UTC,America/Anchorage,5836391,2022-08-04 04:28:25 UTC,2022-08-09 22:19:15 UTC,research,https://www.inaturalist.org/observations/129373769,,1,0,false,2,"Healy, AK 99743, USA",63.7398194444,-149.2888694444,,,,,,,open,false,gps,gps,Alaska,Collared Pika
129471087,03279fba-f3e1-44d3-90ce-b4b954d9b7f3,2022-07-27 18:08:49,2022-07-27,2022-07-28 02:08:49 UTC,America/Anchorage,3453090,2022-08-04 22:27:20 UTC,2023-04-05 03:18:00 UTC,research,https://www.inaturalist.org/observations/129471087,,1,0,false,2,"Fishhook, AK, USA",61.7507925183,-149.3133180588,364,,,,364,,open,false,gps,gps,Alaska,Collared Pika
129511674,b28807d5-a7d3-45df-aab8-b6a25e054422,2022-08-01 13:32:10-08:00,2022-08-01,2022-08-01 21:32:10 UTC,America/Anchorage,3348871,2022-08-05 06:32:45 UTC,2023-09-11 19:59:10 UTC,research,https://www.inaturalist.org/observations/129511674,"",1,0,false,3,"Denali National Park & Preserve, AK, US",63.739555,-149.2800133333,10,,,,10,,open,false,,,Alaska,Collared Pika
129698339,d92ec282-9999-4c58-8118-e698ed384a49,2022/07/31 6:24 PM,2022-07-31,2022-08-01 02:24:00 UTC,America/Anchorage,781032,2022-08-06 16:57:17 UTC,2022-08-08 02:56:36 UTC,research,https://www.inaturalist.org/observations/129698339,,3,0,false,,"Denali, AK, USA",63.7400277654,-149.2890178096,4,,,,4,,open,false,,,Alaska,Collared Pika
129896262,2df9cd46-e3ed-4efc-855b-ae43c5f4fc12,2022/07/31 6:17 PM,2022-07-31,2022-08-01 02:17:00 UTC,America/Anchorage,405746,2022-08-07 22:06:40 UTC,2022-08-08 19:45:09 UTC,research,https://www.inaturalist.org/observations/129896262,,2,0,false,,"Denali, AK, USA",63.7393978118,-149.2790242813,15,,,,15,,open,false,,,Alaska,Collared Pika
130332925,319bba1f-0087-4db3-bd16-141776b4482f,2022-08-10 17:37:50-07:00,2022-08-10,2022-08-11 00:37:50 UTC,America/Dawson,1228142,2022-08-11 03:55:17 UTC,2022-08-12 15:01:09 UTC,research,https://www.inaturalist.org/observations/130332925,"",1,0,false,3,"Old Crow, YT, CA",64.767845,-139.7256466667,4,,,,4,,open,false,,,Yukon,Collared Pika
130735479,07b6b463-a507-48fb-9cf6-7ecdf7d926a1,2022/08/13 2:16 PM,2022-08-13,2022-08-13 22:16:00 UTC,America/Anchorage,1865654,2022-08-14 04:43:46 UTC,2022-08-14 05:13:58 UTC,research,https://www.inaturalist.org/observations/130735479,,1,0,false,,"Savage River, Denali, AK, USA",63.740034,-149.284424,,,,,,,open,false,,,Alaska,Collared Pika
131037061,b1c09438-03f7-455a-9773-a69303ddc94d,2022-08-04 13:31:39,2022-08-04,2022-08-04 21:31:39 UTC,America/Anchorage,4450619,2022-08-16 05:57:04 UTC,2022-08-24 23:01:06 UTC,research,https://www.inaturalist.org/observations/131037061,,2,0,false,2,"Fishhook, AK, USA",61.8381169798,-149.2523638532,574,,,,574,,open,false,gps,gps,Alaska,Collared Pika
131081078,75c0f31a-eafc-492f-b347-25e486bf3948,2021-08-22 11:05:45-08:00,2021-08-22,2021-08-22 19:05:45 UTC,America/Anchorage,6031226,2022-08-16 15:57:15 UTC,2022-08-16 20:37:11 UTC,research,https://www.inaturalist.org/observations/131081078,"",2,0,false,3,"Chugach State Park, Anchorage, AK, US",61.0874445,-149.6609633333,6,,,,6,,open,false,,,Alaska,Collared Pika
131851521,6ccd1d09-8819-4cb3-a25b-fba509a32258,2022-08-21 14:15:00-08:00,2022-08-21,2022-08-21 22:15:00 UTC,America/Anchorage,250046,2022-08-22 05:27:31 UTC,2022-08-22 06:50:26 UTC,research,https://www.inaturalist.org/observations/131851521,"",1,0,false,3,"Sutton, AK, US",61.8589937965,-149.0728007743,910,,,,910,,open,false,,,Alaska,Collared Pika
131915362,249851a8-5ce8-4816-a13f-02fde41ce8ee,2011/08/18 4:34 PM,2011-08-18,2011-08-19 00:34:00 UTC,America/Anchorage,2465234,2022-08-22 18:24:30 UTC,2022-08-22 20:55:18 UTC,research,https://www.inaturalist.org/observations/131915362,Pika de Collar (Ochotona collaris). Denali. Alaska,1,0,false,,"Sable Pass, Alaska 99743, EE. UU.",63.5547222,-149.6633333,2200,,,,2200,,open,false,,,Alaska,Collared Pika
131930347,598f7d6a-468a-430b-9b0e-bdb41b72a04c,2021/05/31 4:36 PM,2021-05-31,2021-06-01 00:36:00 UTC,America/Anchorage,6052795,2022-08-22 20:31:31 UTC,2022-08-22 20:46:13 UTC,research,https://www.inaturalist.org/observations/131930347,Polychrome Mountain along main road,1,0,false,,"Denali Park, AK, USA",63.6444747251,-148.6806930567,15625,,,,15625,,open,false,,,Alaska,Collared Pika
132091517,3db2a71a-0696-45f3-b67f-c6e9b75aa3af,2022-08-21 15:05:33,2022-08-21,2022-08-21 23:05:33 UTC,America/Anchorage,6022928,2022-08-24 02:17:32 UTC,2023-09-17 11:11:16 UTC,research,https://www.inaturalist.org/observations/132091517,,4,2,false,2,"Denali National Park, Denali County, US-AK, US",63.5364220042,-149.8117921468,8,,,,8,,open,false,,,Alaska,Collared Pika
132871685,4abb68d4-b567-4bed-a015-c52c4de994c6,2022/08/21 10:04 AM,2022-08-21,2022-08-21 18:04:00 UTC,America/Anchorage,250046,2022-08-29 21:14:14 UTC,2022-08-29 23:50:37 UTC,research,https://www.inaturalist.org/observations/132871685,,1,0,false,,"Matanuska-Susitna, AK, USA",61.8424611117,-149.078430555,,,,,,,open,false,,,Alaska,Collared Pika
132872585,bff80a41-f143-4fa6-9667-f9615497d4fe,2022/08/21 10:06 AM,2022-08-21,2022-08-21 18:06:00 UTC,America/Anchorage,250046,2022-08-29 21:21:48 UTC,2022-08-29 23:48:03 UTC,research,https://www.inaturalist.org/observations/132872585,,1,0,false,,"Matanuska-Susitna, AK, USA",61.8424611117,-149.078430555,,,,,,,open,false,,,Alaska,Collared Pika
132897964,1150cca1-cdbc-465c-b652-ee98689cd4bd,2022/08/21 12:45 PM,2022-08-21,2022-08-21 20:45:00 UTC,America/Anchorage,250046,2022-08-30 01:30:51 UTC,2022-08-30 02:04:28 UTC,research,https://www.inaturalist.org/observations/132897964,Collared Pika,2,0,false,,"Matanuska-Susitna, AK, USA",61.8424611117,-149.078430555,,,,,,,open,false,,,Alaska,Collared Pika
133009700,85f3f30b-fde7-4a02-a6a2-4108fb08b26d,2022-08-28 10:22:18-08:00,2022-08-28,2022-08-28 18:22:18 UTC,America/Dawson,160274,2022-08-30 22:19:43 UTC,2022-10-07 01:29:27 UTC,research,https://www.inaturalist.org/observations/133009700,"",2,0,false,3,"Yukon, CA-YT-YT, CA",61.19527,-138.9071366667,14,,,,14,,open,false,,,Yukon,Collared Pika
133493387,de4af6a1-d55e-4652-8171-30616f1da685,2022/08/25 11:42 AM,2022-08-25,2022-08-25 17:42:00 UTC,America/Inuvik,2981066,2022-09-03 17:42:50 UTC,2023-01-06 17:06:41 UTC,research,https://www.inaturalist.org/observations/133493387,Building a haypile and chased by a weasel,2,0,false,,"Fort Smith Region, NT X0E, Canada",61.802731,-127.405251,,,,,,,open,false,,,Northwest Territories,Collared Pika
